problem_id,model,prompt_type,difficulty,generator,is_correct,binary_accuracy,progress_score,valid_steps_ratio,composite_score,initial_length,final_length,valid_steps,total_steps,solution_length,optimal_length
063,LLaMA 4 Scout,Zero-Shot,medium,sort_4,False,0.0,0.0,0.6666666666666666,0.09999999999999999,8,8,2,3,3,6
073,LLaMA 4 Scout,Zero-Shot,easy,concat_2,True,1.0,1.0,1.0,1.0,11,0,2,2,2,2
074,LLaMA 4 Scout,Zero-Shot,easy,concat_2,True,1.0,1.0,0.6666666666666666,0.9166666666666666,8,0,2,3,3,2
077,LLaMA 4 Scout,Zero-Shot,easy,concat_2,True,1.0,1.0,1.0,1.0,7,0,2,2,2,2
082,LLaMA 4 Scout,Zero-Shot,medium,sort_3,False,0.0,0.0,0.6666666666666666,0.09999999999999999,6,6,2,3,3,7
085,LLaMA 4 Scout,Zero-Shot,easy,sort_3,True,1.0,1.0,1.0,1.0,6,0,2,2,2,2
088,LLaMA 4 Scout,Zero-Shot,medium,sort_3,False,0.0,0.0,1.0,0.15,6,6,1,1,1,7
090,LLaMA 4 Scout,Zero-Shot,medium,sort_3,False,0.0,0.0,0.6666666666666666,0.09999999999999999,6,6,2,3,3,6
094,LLaMA 4 Scout,Zero-Shot,hard,backward_7,True,1.0,1.0,0.11864406779661017,0.7796610169491526,23,0,7,59,59,7
095,LLaMA 4 Scout,Zero-Shot,hard,backward_7,False,0.0,0.8947368421052632,0.09333333333333334,0.2376842105263158,19,2,7,75,75,7
061,LLaMA 3.3 70B,CoT,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,1,1,1,1
057,LLaMA 3.3 70B,CoT,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,3
074,LLaMA 3.3 70B,CoT,easy,concat_2,True,1.0,1.0,1.0,1.0,8,0,2,2,2,2
073,LLaMA 3.3 70B,CoT,easy,concat_2,True,1.0,1.0,1.0,1.0,11,0,2,2,2,2
085,LLaMA 3.3 70B,CoT,easy,sort_3,True,1.0,1.0,0.038461538461538464,0.7596153846153846,6,0,2,52,52,2
060,LLaMA 3.3 70B,CoT,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,5
077,LLaMA 3.3 70B,CoT,easy,concat_2,True,1.0,1.0,1.0,1.0,7,0,2,2,2,2
059,LLaMA 3.3 70B,CoT,easy,sort_4,False,0.0,0.0,0.4444444444444444,0.06666666666666667,8,8,4,9,9,5
082,LLaMA 3.3 70B,CoT,medium,sort_3,True,1.0,1.0,0.17073170731707318,0.7926829268292683,6,0,7,41,41,7
005,LLaMA 3.3 70B,CoT,medium,backward_5,True,1.0,1.0,0.8333333333333334,0.9583333333333334,16,0,5,6,6,5
088,LLaMA 3.3 70B,CoT,medium,sort_3,False,0.0,0.0,0.75,0.11249999999999999,6,6,3,4,4,7
063,LLaMA 3.3 70B,CoT,medium,sort_4,True,1.0,1.0,0.11538461538461539,0.7788461538461539,8,0,6,52,52,6
002,LLaMA 3.3 70B,CoT,medium,backward_5,True,1.0,1.0,0.23809523809523808,0.8095238095238095,11,0,5,21,21,5
001,LLaMA 3.3 70B,CoT,medium,backward_5,True,1.0,1.0,0.15625,0.7890625,18,0,5,32,32,5
090,LLaMA 3.3 70B,CoT,medium,sort_3,False,0.0,0.0,1.0,0.15,6,6,4,4,4,6
045,LLaMA 3.3 70B,CoT,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
046,LLaMA 3.3 70B,CoT,medium,backward_3,False,0.0,0.7777777777777778,1.0,0.34444444444444444,9,2,2,2,2,3
048,LLaMA 3.3 70B,CoT,medium,backward_3,True,1.0,1.0,1.0,1.0,8,0,3,3,3,3
051,LLaMA 3.3 70B,CoT,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
000,LLaMA 3.3 70B,CoT,medium,backward_5,True,1.0,1.0,1.0,1.0,16,0,5,5,5,5
095,LLaMA 3.3 70B,CoT,hard,backward_7,False,0.0,0.7894736842105263,1.0,0.34736842105263155,19,4,5,5,5,7
022,LLaMA 3.3 70B,CoT,hard,backward_7,False,0.0,0.9047619047619048,0.23333333333333334,0.2611904761904762,21,2,7,30,30,7
094,LLaMA 3.3 70B,CoT,hard,backward_7,True,1.0,1.0,0.1590909090909091,0.7897727272727272,23,0,7,44,44,7
036,LLaMA 3.3 70B,CoT,hard,backward_7,False,0.0,0.85,0.42857142857142855,0.2767857142857143,20,3,6,14,14,7
024,LLaMA 3.3 70B,CoT,hard,backward_7,False,0.0,0.9047619047619048,0.20588235294117646,0.25707282913165264,21,2,7,34,34,7
038,LLaMA 3.3 70B,CoT,hard,backward_7,False,0.0,0.8947368421052632,1.0,0.3736842105263158,19,2,6,6,6,7
027,LLaMA 3.3 70B,CoT,hard,backward_7,True,1.0,1.0,0.23333333333333334,0.8083333333333333,23,0,7,30,30,7
010,LLaMA 3.3 70B,CoT,hard,backward_7,False,0.0,0.875,1.0,0.36875,16,2,6,6,6,7
020,LLaMA 3.3 70B,CoT,hard,backward_7,True,1.0,1.0,1.0,1.0,23,0,7,7,7,7
032,LLaMA 3.3 70B,CoT,hard,backward_7,False,0.0,0.85,1.0,0.3625,20,3,6,6,6,7
023,LLaMA 3.3 70B,CoT,hard,backward_7,False,0.0,0.9473684210526316,0.8571428571428571,0.36541353383458647,19,1,6,7,7,7
041,LLaMA 3.3 70B,CoT,hard,backward_7,True,1.0,1.0,1.0,1.0,21,0,7,7,7,7
000,LLaMA 4 Scout,CoT,medium,backward_5,True,1.0,1.0,0.8333333333333334,0.9583333333333334,16,0,5,6,6,5
001,LLaMA 4 Scout,CoT,medium,backward_5,True,1.0,1.0,1.0,1.0,18,0,5,5,5,5
002,LLaMA 4 Scout,CoT,medium,backward_5,False,0.0,0.8181818181818181,1.0,0.3545454545454545,11,2,4,4,4,5
005,LLaMA 4 Scout,CoT,medium,backward_5,True,1.0,1.0,1.0,1.0,16,0,5,5,5,5
010,LLaMA 4 Scout,CoT,hard,backward_7,True,1.0,1.0,1.0,1.0,16,0,7,7,7,7
020,LLaMA 4 Scout,CoT,hard,backward_7,True,1.0,1.0,0.875,0.96875,23,0,7,8,8,7
022,LLaMA 4 Scout,CoT,hard,backward_7,False,0.0,0.9047619047619048,1.0,0.3761904761904762,21,2,7,7,7,7
023,LLaMA 4 Scout,CoT,hard,backward_7,False,0.0,0.8947368421052632,0.75,0.33618421052631575,19,2,6,8,8,7
024,LLaMA 4 Scout,CoT,hard,backward_7,False,0.0,0.7142857142857143,1.0,0.32857142857142857,21,6,5,5,5,7
027,LLaMA 4 Scout,CoT,hard,backward_7,True,1.0,1.0,0.7,0.9249999999999999,23,0,7,10,10,7
032,LLaMA 4 Scout,CoT,hard,backward_7,True,1.0,1.0,1.0,1.0,20,0,7,7,7,7
036,LLaMA 4 Scout,CoT,hard,backward_7,False,0.0,0.85,0.8571428571428571,0.3410714285714286,20,3,6,7,7,7
038,LLaMA 4 Scout,CoT,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,19,0,7,9,9,7
041,LLaMA 4 Scout,CoT,hard,backward_7,False,0.0,0.8571428571428572,0.75,0.3267857142857143,21,3,6,8,8,7
045,LLaMA 4 Scout,CoT,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
046,LLaMA 4 Scout,CoT,medium,backward_3,False,0.0,0.7777777777777778,1.0,0.34444444444444444,9,2,2,2,2,3
048,LLaMA 4 Scout,CoT,medium,backward_3,True,1.0,1.0,1.0,1.0,8,0,3,3,3,3
051,LLaMA 4 Scout,CoT,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
057,LLaMA 4 Scout,CoT,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,3,3,3,3
059,LLaMA 4 Scout,CoT,easy,sort_4,False,0.0,0.0,0.75,0.11249999999999999,8,8,3,4,4,5
060,LLaMA 4 Scout,CoT,easy,sort_4,False,0.0,0.0,0.0,0.0,8,8,0,1,1,5
061,LLaMA 4 Scout,CoT,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,1,1,1,1
063,LLaMA 4 Scout,CoT,medium,sort_4,True,1.0,1.0,0.06818181818181818,0.7670454545454546,8,0,6,88,88,6
073,LLaMA 4 Scout,CoT,easy,concat_2,True,1.0,1.0,1.0,1.0,11,0,2,2,2,2
074,LLaMA 4 Scout,CoT,easy,concat_2,True,1.0,1.0,1.0,1.0,8,0,2,2,2,2
077,LLaMA 4 Scout,CoT,easy,concat_2,True,1.0,1.0,1.0,1.0,7,0,2,2,2,2
082,LLaMA 4 Scout,CoT,medium,sort_3,False,0.0,0.0,0.0,0.0,6,6,0,1,1,7
085,LLaMA 4 Scout,CoT,easy,sort_3,True,1.0,1.0,0.5,0.875,6,0,2,4,4,2
088,LLaMA 4 Scout,CoT,medium,sort_3,False,0.0,0.0,0.75,0.11249999999999999,6,6,3,4,4,7
090,LLaMA 4 Scout,CoT,medium,sort_3,False,0.0,0.0,0.6666666666666666,0.09999999999999999,6,6,2,3,3,6
094,LLaMA 4 Scout,CoT,hard,backward_7,False,0.0,0.8260869565217391,0.75,0.31902173913043474,23,4,6,8,8,7
095,LLaMA 4 Scout,CoT,hard,backward_7,True,1.0,1.0,0.875,0.96875,19,0,7,8,8,7
000,LLaMA 4 Scout,Few-Shot,medium,backward_5,True,1.0,1.0,1.0,1.0,16,0,5,5,5,5
001,LLaMA 4 Scout,Few-Shot,medium,backward_5,False,0.0,0.7777777777777778,1.0,0.34444444444444444,18,4,4,4,4,5
002,LLaMA 4 Scout,Few-Shot,medium,backward_5,True,1.0,1.0,1.0,1.0,11,0,5,5,5,5
005,LLaMA 4 Scout,Few-Shot,medium,backward_5,True,1.0,1.0,1.0,1.0,16,0,5,5,5,5
010,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.625,0.8333333333333334,0.28125,16,6,5,6,6,7
020,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.9130434782608696,1.0,0.37826086956521743,23,2,6,6,6,7
022,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.7142857142857143,1.0,0.32857142857142857,21,6,5,5,5,7
023,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.8421052631578947,1.0,0.3605263157894737,19,3,5,5,5,7
024,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.7142857142857143,1.0,0.32857142857142857,21,6,5,5,5,7
027,LLaMA 4 Scout,Few-Shot,hard,backward_7,True,1.0,1.0,1.0,1.0,23,0,7,7,7,7
032,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.7,0.8,0.295,20,6,4,5,5,7
036,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.85,1.0,0.3625,20,3,6,6,6,7
038,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.8947368421052632,0.8571428571428571,0.3522556390977444,19,2,6,7,7,7
041,LLaMA 4 Scout,Few-Shot,hard,backward_7,True,1.0,1.0,0.875,0.96875,21,0,7,8,8,7
045,LLaMA 4 Scout,Few-Shot,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
046,LLaMA 4 Scout,Few-Shot,medium,backward_3,False,0.0,0.7777777777777778,0.6666666666666666,0.29444444444444445,9,2,2,3,3,3
048,LLaMA 4 Scout,Few-Shot,medium,backward_3,True,1.0,1.0,1.0,1.0,8,0,3,3,3,3
051,LLaMA 4 Scout,Few-Shot,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
057,LLaMA 4 Scout,Few-Shot,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,3,3,3,3
059,LLaMA 4 Scout,Few-Shot,easy,sort_4,False,0.0,0.0,1.0,0.15,8,8,2,2,2,5
060,LLaMA 4 Scout,Few-Shot,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,5,5,5,5
061,LLaMA 4 Scout,Few-Shot,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,1,1,1,1
063,LLaMA 4 Scout,Few-Shot,medium,sort_4,False,0.0,0.0,0.8,0.12,8,8,4,5,5,6
073,LLaMA 4 Scout,Few-Shot,easy,concat_2,True,1.0,1.0,1.0,1.0,11,0,2,2,2,2
074,LLaMA 4 Scout,Few-Shot,easy,concat_2,True,1.0,1.0,1.0,1.0,8,0,2,2,2,2
077,LLaMA 4 Scout,Few-Shot,easy,concat_2,True,1.0,1.0,1.0,1.0,7,0,2,2,2,2
082,LLaMA 4 Scout,Few-Shot,medium,sort_3,False,0.0,0.0,0.8,0.12,6,6,4,5,5,7
085,LLaMA 4 Scout,Few-Shot,easy,sort_3,True,1.0,1.0,0.4,0.8500000000000001,6,0,2,5,5,2
088,LLaMA 4 Scout,Few-Shot,medium,sort_3,False,0.0,0.0,0.8,0.12,6,6,4,5,5,7
090,LLaMA 4 Scout,Few-Shot,medium,sort_3,False,0.0,0.0,0.75,0.11249999999999999,6,6,3,4,4,6
094,LLaMA 4 Scout,Few-Shot,hard,backward_7,True,1.0,1.0,1.0,1.0,23,0,7,7,7,7
095,LLaMA 4 Scout,Few-Shot,hard,backward_7,False,0.0,0.7894736842105263,0.6666666666666666,0.29736842105263156,19,4,6,9,9,7
000,LLaMA 3.1 8B,Few-Shot,medium,backward_5,False,0.0,0.6875,0.375,0.228125,16,5,3,8,8,5
001,LLaMA 3.1 8B,Few-Shot,medium,backward_5,True,1.0,1.0,0.7142857142857143,0.9285714285714285,18,0,5,7,7,5
002,LLaMA 3.1 8B,Few-Shot,medium,backward_5,False,0.0,0.4545454545454546,0.2857142857142857,0.1564935064935065,11,6,2,7,7,5
005,LLaMA 3.1 8B,Few-Shot,medium,backward_5,True,1.0,1.0,0.0684931506849315,0.767123287671233,16,0,5,73,73,5
010,LLaMA 3.1 8B,Few-Shot,hard,backward_7,False,0.0,0.125,1.0,0.18125,16,14,1,1,1,7
020,LLaMA 3.1 8B,Few-Shot,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,23,0,7,9,9,7
022,LLaMA 3.1 8B,Few-Shot,hard,backward_7,True,1.0,1.0,0.6363636363636364,0.9090909090909091,21,0,7,11,11,7
023,LLaMA 3.1 8B,Few-Shot,hard,backward_7,False,0.0,0.10526315789473684,1.0,0.1763157894736842,19,17,1,1,1,7
024,LLaMA 3.1 8B,Few-Shot,hard,backward_7,True,1.0,1.0,0.14583333333333334,0.7864583333333333,21,0,7,48,48,7
027,LLaMA 3.1 8B,Few-Shot,hard,backward_7,True,1.0,1.0,0.5384615384615384,0.8846153846153846,23,0,7,13,13,7
032,LLaMA 3.1 8B,Few-Shot,hard,backward_7,False,0.0,0.85,0.75,0.32499999999999996,20,3,6,8,8,7
036,LLaMA 3.1 8B,Few-Shot,hard,backward_7,False,0.0,0.0,0.0,0.0,20,20,0,1,1,7
038,LLaMA 3.1 8B,Few-Shot,hard,backward_7,True,1.0,1.0,0.875,0.96875,19,0,7,8,8,7
041,LLaMA 3.1 8B,Few-Shot,hard,backward_7,False,0.0,0.7142857142857143,0.8333333333333334,0.3035714285714286,21,6,5,6,6,7
045,LLaMA 3.1 8B,Few-Shot,medium,backward_3,True,1.0,1.0,0.04,0.76,9,0,3,75,75,3
046,LLaMA 3.1 8B,Few-Shot,medium,backward_3,True,1.0,1.0,0.04,0.76,9,0,3,75,75,3
048,LLaMA 3.1 8B,Few-Shot,medium,backward_3,True,1.0,1.0,0.6,0.8999999999999999,8,0,3,5,5,3
051,LLaMA 3.1 8B,Few-Shot,medium,backward_3,True,1.0,1.0,0.375,0.84375,9,0,3,8,8,3
057,LLaMA 3.1 8B,Few-Shot,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,3,3,3,3
059,LLaMA 3.1 8B,Few-Shot,easy,sort_4,False,0.0,0.0,0.05263157894736842,0.007894736842105262,8,8,3,57,57,5
060,LLaMA 3.1 8B,Few-Shot,easy,sort_4,False,0.0,0.0,0.6666666666666666,0.09999999999999999,8,8,2,3,3,5
061,LLaMA 3.1 8B,Few-Shot,easy,sort_4,True,1.0,1.0,0.25,0.8125,8,0,1,4,4,1
063,LLaMA 3.1 8B,Few-Shot,medium,sort_4,False,0.0,0.0,0.6666666666666666,0.09999999999999999,8,8,2,3,3,6
073,LLaMA 3.1 8B,Few-Shot,easy,concat_2,True,1.0,1.0,1.0,1.0,11,0,2,2,2,2
074,LLaMA 3.1 8B,Few-Shot,easy,concat_2,False,0.0,0.375,1.0,0.24375,8,5,1,1,1,2
077,LLaMA 3.1 8B,Few-Shot,easy,concat_2,True,1.0,1.0,1.0,1.0,7,0,2,2,2,2
082,LLaMA 3.1 8B,Few-Shot,medium,sort_3,False,0.0,0.0,0.3333333333333333,0.049999999999999996,6,6,1,3,3,7
085,LLaMA 3.1 8B,Few-Shot,easy,sort_3,False,0.0,0.0,0.5,0.075,6,6,1,2,2,2
088,LLaMA 3.1 8B,Few-Shot,medium,sort_3,True,1.0,1.0,0.7,0.9249999999999999,6,0,7,10,10,7
090,LLaMA 3.1 8B,Few-Shot,medium,sort_3,False,0.0,0.0,0.07692307692307693,0.011538461538461539,6,6,5,65,65,6
094,LLaMA 3.1 8B,Few-Shot,hard,backward_7,False,0.0,0.5217391304347826,0.4,0.19043478260869565,23,11,4,10,10,7
095,LLaMA 3.1 8B,Few-Shot,hard,backward_7,False,0.0,0.8947368421052632,0.5,0.2986842105263158,19,2,7,14,14,7
000,LLaMA 3.3 70B,Self-Verify,medium,backward_5,True,1.0,1.0,0.7142857142857143,0.9285714285714285,16,0,5,7,7,5
001,LLaMA 3.3 70B,Self-Verify,medium,backward_5,False,0.0,0.7777777777777778,1.0,0.34444444444444444,18,4,4,4,4,5
002,LLaMA 3.3 70B,Self-Verify,medium,backward_5,True,1.0,1.0,1.0,1.0,11,0,5,5,5,5
005,LLaMA 3.3 70B,Self-Verify,medium,backward_5,True,1.0,1.0,1.0,1.0,16,0,5,5,5,5
010,LLaMA 3.3 70B,Self-Verify,hard,backward_7,False,0.0,0.8125,1.0,0.353125,16,3,6,6,6,7
020,LLaMA 3.3 70B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,23,0,7,9,9,7
022,LLaMA 3.3 70B,Self-Verify,hard,backward_7,False,0.0,0.7142857142857143,0.8333333333333334,0.3035714285714286,21,6,5,6,6,7
023,LLaMA 3.3 70B,Self-Verify,hard,backward_7,False,0.0,0.631578947368421,0.8,0.27789473684210525,19,7,4,5,5,7
024,LLaMA 3.3 70B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,21,0,7,9,9,7
027,LLaMA 3.3 70B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,23,0,7,9,9,7
032,LLaMA 3.3 70B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,20,0,7,9,9,7
036,LLaMA 3.3 70B,Self-Verify,hard,backward_7,False,0.0,0.7,1.0,0.32499999999999996,20,6,5,5,5,7
038,LLaMA 3.3 70B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,19,0,7,9,9,7
041,LLaMA 3.3 70B,Self-Verify,hard,backward_7,False,0.0,0.7619047619047619,1.0,0.3404761904761905,21,5,5,5,5,7
045,LLaMA 3.3 70B,Self-Verify,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
046,LLaMA 3.3 70B,Self-Verify,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
048,LLaMA 3.3 70B,Self-Verify,medium,backward_3,True,1.0,1.0,1.0,1.0,8,0,3,3,3,3
051,LLaMA 3.3 70B,Self-Verify,medium,backward_3,True,1.0,1.0,0.75,0.9375,9,0,3,4,4,3
057,LLaMA 3.3 70B,Self-Verify,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,3
059,LLaMA 3.3 70B,Self-Verify,easy,sort_4,False,0.0,0.0,0.75,0.11249999999999999,8,8,3,4,4,5
060,LLaMA 3.3 70B,Self-Verify,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,5
061,LLaMA 3.3 70B,Self-Verify,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,1,1,1,1
063,LLaMA 3.3 70B,Self-Verify,medium,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,6
073,LLaMA 3.3 70B,Self-Verify,easy,concat_2,True,1.0,1.0,1.0,1.0,11,0,2,2,2,2
074,LLaMA 3.3 70B,Self-Verify,easy,concat_2,True,1.0,1.0,1.0,1.0,8,0,2,2,2,2
077,LLaMA 3.3 70B,Self-Verify,easy,concat_2,True,1.0,1.0,1.0,1.0,7,0,2,2,2,2
082,LLaMA 3.3 70B,Self-Verify,medium,sort_3,False,0.0,0.0,0.75,0.11249999999999999,6,6,3,4,4,7
085,LLaMA 3.3 70B,Self-Verify,easy,sort_3,True,1.0,1.0,1.0,1.0,6,0,2,2,2,2
088,LLaMA 3.3 70B,Self-Verify,medium,sort_3,False,0.0,0.0,0.75,0.11249999999999999,6,6,3,4,4,7
090,LLaMA 3.3 70B,Self-Verify,medium,sort_3,False,0.0,0.0,0.6666666666666666,0.09999999999999999,6,6,2,3,3,6
094,LLaMA 3.3 70B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,23,0,7,9,9,7
095,LLaMA 3.3 70B,Self-Verify,hard,backward_7,False,0.0,0.6842105263157895,1.0,0.32105263157894737,19,6,5,5,5,7
000,LLaMA 3.1 8B,Zero-Shot,medium,backward_5,False,0.0,0.6875,1.0,0.321875,16,5,3,3,3,5
001,LLaMA 3.1 8B,Zero-Shot,medium,backward_5,False,0.0,0.6111111111111112,1.0,0.3027777777777778,18,7,3,3,3,5
002,LLaMA 3.1 8B,Zero-Shot,medium,backward_5,False,0.0,0.36363636363636365,0.6666666666666666,0.19090909090909092,11,7,2,3,3,5
005,LLaMA 3.1 8B,Zero-Shot,medium,backward_5,False,0.0,0.25,0.3333333333333333,0.11249999999999999,16,12,1,3,3,5
010,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.125,1.0,0.18125,16,14,1,1,1,7
020,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.4347826086956522,1.0,0.25869565217391305,23,13,3,3,3,7
022,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.38095238095238093,1.0,0.24523809523809523,21,13,3,3,3,7
023,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.3157894736842105,0.6666666666666666,0.17894736842105263,19,13,2,3,3,7
024,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.47619047619047616,1.0,0.26904761904761904,21,11,3,3,3,7
027,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.08695652173913049,1.0,0.17173913043478262,23,21,1,1,1,7
032,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.44999999999999996,1.0,0.26249999999999996,20,11,3,3,3,7
036,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,True,1.0,1.0,0.6363636363636364,0.9090909090909091,20,0,7,11,11,7
038,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.4736842105263158,1.0,0.26842105263157895,19,10,3,3,3,7
041,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,True,1.0,1.0,0.7,0.9249999999999999,21,0,7,10,10,7
045,LLaMA 3.1 8B,Zero-Shot,medium,backward_3,False,0.0,0.6666666666666667,0.6666666666666666,0.26666666666666666,9,3,2,3,3,3
046,LLaMA 3.1 8B,Zero-Shot,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
048,LLaMA 3.1 8B,Zero-Shot,medium,backward_3,False,0.0,0.375,0.3333333333333333,0.14375,8,5,1,3,3,3
051,LLaMA 3.1 8B,Zero-Shot,medium,backward_3,False,0.0,0.6666666666666667,0.6666666666666666,0.26666666666666666,9,3,2,3,3,3
057,LLaMA 3.1 8B,Zero-Shot,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,3
059,LLaMA 3.1 8B,Zero-Shot,easy,sort_4,False,0.0,0.0,0.0,0.0,8,8,0,1,1,5
060,LLaMA 3.1 8B,Zero-Shot,easy,sort_4,True,1.0,1.0,0.09090909090909091,0.7727272727272727,8,0,5,55,55,5
061,LLaMA 3.1 8B,Zero-Shot,easy,sort_4,True,1.0,1.0,0.5,0.875,8,0,1,2,2,1
063,LLaMA 3.1 8B,Zero-Shot,medium,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,6
073,LLaMA 3.1 8B,Zero-Shot,easy,concat_2,True,1.0,1.0,0.6666666666666666,0.9166666666666666,11,0,2,3,3,2
074,LLaMA 3.1 8B,Zero-Shot,easy,concat_2,True,1.0,1.0,1.0,1.0,8,0,2,2,2,2
077,LLaMA 3.1 8B,Zero-Shot,easy,concat_2,False,0.0,0.4285714285714286,0.5,0.18214285714285716,7,4,1,2,2,2
082,LLaMA 3.1 8B,Zero-Shot,medium,sort_3,False,0.0,0.0,0.5,0.075,6,6,1,2,2,7
085,LLaMA 3.1 8B,Zero-Shot,easy,sort_3,True,1.0,1.0,0.6666666666666666,0.9166666666666666,6,0,2,3,3,2
088,LLaMA 3.1 8B,Zero-Shot,medium,sort_3,False,0.0,0.0,0.5,0.075,6,6,1,2,2,7
090,LLaMA 3.1 8B,Zero-Shot,medium,sort_3,False,0.0,0.0,0.5,0.075,6,6,1,2,2,6
094,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.34782608695652173,1.0,0.23695652173913043,23,15,3,3,3,7
095,LLaMA 3.1 8B,Zero-Shot,hard,backward_7,False,0.0,0.368421052631579,1.0,0.24210526315789474,19,12,3,3,3,7
000,LLaMA 4 Scout,Role-Classify,medium,backward_5,True,1.0,1.0,1.0,1.0,16,0,5,5,5,5
001,LLaMA 4 Scout,Role-Classify,medium,backward_5,True,1.0,1.0,0.8333333333333334,0.9583333333333334,18,0,5,6,6,5
002,LLaMA 4 Scout,Role-Classify,medium,backward_5,True,1.0,1.0,0.8333333333333334,0.9583333333333334,11,0,5,6,6,5
005,LLaMA 4 Scout,Role-Classify,medium,backward_5,True,1.0,1.0,1.0,1.0,16,0,5,5,5,5
010,LLaMA 4 Scout,Role-Classify,hard,backward_7,False,0.0,0.8125,0.8571428571428571,0.33169642857142856,16,3,6,7,7,7
020,LLaMA 4 Scout,Role-Classify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,23,0,7,9,9,7
022,LLaMA 4 Scout,Role-Classify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,21,0,7,9,9,7
023,LLaMA 4 Scout,Role-Classify,hard,backward_7,False,0.0,0.7894736842105263,0.8333333333333334,0.3223684210526316,19,4,5,6,6,7
024,LLaMA 4 Scout,Role-Classify,hard,backward_7,False,0.0,0.7142857142857143,0.8333333333333334,0.3035714285714286,21,6,5,6,6,7
027,LLaMA 4 Scout,Role-Classify,hard,backward_7,False,0.0,0.8695652173913043,1.0,0.3673913043478261,23,3,6,6,6,7
032,LLaMA 4 Scout,Role-Classify,hard,backward_7,False,0.0,0.65,1.0,0.3125,20,7,5,5,5,7
036,LLaMA 4 Scout,Role-Classify,hard,backward_7,True,1.0,1.0,1.0,1.0,20,0,7,7,7,7
038,LLaMA 4 Scout,Role-Classify,hard,backward_7,True,1.0,1.0,0.6363636363636364,0.9090909090909091,19,0,7,11,11,7
041,LLaMA 4 Scout,Role-Classify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,21,0,7,9,9,7
