model,prompt_type,problem_id,is_correct,error_type,response_time,difficulty,generator,model_display,prompt_display
llama-4-scout,cot,038,False,invalid_solution,2.920933723449707,hard,backward_7,LLaMA 4 Scout,CoT
llama-4-scout,cot,041,False,invalid_solution,2.4250566959381104,hard,backward_7,LLaMA 4 Scout,CoT
llama-4-scout,cot,045,True,,2.2793610095977783,medium,backward_3,LLaMA 4 Scout,CoT
llama-4-scout,cot,046,False,invalid_solution,3.1805479526519775,medium,backward_3,LLaMA 4 Scout,CoT
llama-4-scout,cot,048,True,,2.895937919616699,medium,backward_3,LLaMA 4 Scout,CoT
llama-4-scout,cot,051,True,,3.816251039505005,medium,backward_3,LLaMA 4 Scout,CoT
llama-4-scout,cot,057,True,,3.041191816329956,easy,sort_4,LLaMA 4 Scout,CoT
llama-4-scout,cot,059,False,invalid_solution,3.374121904373169,easy,sort_4,LLaMA 4 Scout,CoT
llama-4-scout,cot,060,False,invalid_solution,2.886469841003418,easy,sort_4,LLaMA 4 Scout,CoT
llama-4-scout,cot,061,True,,1.7095112800598145,easy,sort_4,LLaMA 4 Scout,CoT
llama-4-scout,cot,063,False,invalid_solution,4.745829105377197,medium,sort_4,LLaMA 4 Scout,CoT
llama-4-scout,cot,073,True,,1.2183549404144287,easy,concat_2,LLaMA 4 Scout,CoT
llama-4-scout,cot,074,True,,2.7915589809417725,easy,concat_2,LLaMA 4 Scout,CoT
llama-4-scout,cot,077,True,,3.088804006576538,easy,concat_2,LLaMA 4 Scout,CoT
llama-4-scout,cot,082,False,invalid_solution,4.216885805130005,medium,sort_3,LLaMA 4 Scout,CoT
llama-4-scout,cot,085,False,invalid_solution,3.3642690181732178,easy,sort_3,LLaMA 4 Scout,CoT
llama-4-scout,cot,088,False,invalid_solution,1.9323370456695557,medium,sort_3,LLaMA 4 Scout,CoT
llama-4-scout,cot,090,False,invalid_solution,4.104744911193848,medium,sort_3,LLaMA 4 Scout,CoT
llama-4-scout,cot,094,False,invalid_solution,2.79063081741333,hard,backward_7,LLaMA 4 Scout,CoT
llama-4-scout,cot,095,False,invalid_solution,1.9759430885314941,hard,backward_7,LLaMA 4 Scout,CoT
llama-4-scout,self_verify,000,False,invalid_solution,0.7124390602111816,medium,backward_5,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,001,True,,4.516333103179932,medium,backward_5,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,002,False,invalid_solution,63.426270961761475,medium,backward_5,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,005,False,invalid_solution,60.74261212348938,medium,backward_5,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,010,False,invalid_solution,62.66069793701172,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,020,False,invalid_solution,62.73603820800781,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,022,False,invalid_solution,62.92974781990051,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,023,False,invalid_solution,63.41837787628174,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,024,False,invalid_solution,152.63319897651672,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,027,False,invalid_solution,61.164791107177734,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,032,False,invalid_solution,62.61404800415039,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,036,False,invalid_solution,62.6074640750885,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,038,False,invalid_solution,62.59053015708923,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,041,False,invalid_solution,61.247912883758545,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,045,True,,60.513511180877686,medium,backward_3,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,046,True,,62.574355363845825,medium,backward_3,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,048,False,invalid_solution,60.52879786491394,medium,backward_3,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,051,True,,60.613176107406616,medium,backward_3,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,057,False,invalid_solution,62.447134017944336,easy,sort_4,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,059,False,invalid_solution,62.60108184814453,easy,sort_4,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,060,False,invalid_solution,62.547205686569214,easy,sort_4,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,061,True,,60.70944309234619,easy,sort_4,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,063,False,invalid_solution,62.627198934555054,medium,sort_4,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,073,True,,60.48915195465088,easy,concat_2,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,074,True,,60.53720688819885,easy,concat_2,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,077,True,,60.48859119415283,easy,concat_2,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,082,False,invalid_solution,61.199462890625,medium,sort_3,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,085,False,invalid_solution,62.11177110671997,easy,sort_3,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,088,False,invalid_solution,62.583518266677856,medium,sort_3,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,090,False,invalid_solution,61.0892288684845,medium,sort_3,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,094,False,invalid_solution,62.576555013656616,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,self_verify,095,False,invalid_solution,60.8435001373291,hard,backward_7,LLaMA 4 Scout,Self-Verify
llama-4-scout,role_classify,000,True,,151.7498321533203,medium,backward_5,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,001,False,invalid_solution,151.87176299095154,medium,backward_5,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,002,False,invalid_solution,151.19926810264587,medium,backward_5,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,005,True,,61.080753803253174,medium,backward_5,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,010,False,invalid_solution,152.18138790130615,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,020,False,invalid_solution,152.28432202339172,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,022,False,invalid_solution,152.49929189682007,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,023,False,invalid_solution,151.2645137310028,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,024,False,invalid_solution,61.89289402961731,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,027,False,invalid_solution,151.71513390541077,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,032,False,invalid_solution,152.22132110595703,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,036,True,,151.83577704429626,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,038,False,invalid_solution,151.71878719329834,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,041,False,invalid_solution,152.21316194534302,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,045,True,,151.0333070755005,medium,backward_3,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,046,False,invalid_solution,61.66712188720703,medium,backward_3,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,048,True,,150.99087595939636,medium,backward_3,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,051,True,,60.82008600234985,medium,backward_3,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,057,False,invalid_solution,61.17287230491638,easy,sort_4,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,059,False,invalid_solution,61.4901020526886,easy,sort_4,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,060,False,invalid_solution,61.387710094451904,easy,sort_4,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,061,True,,60.642333984375,easy,sort_4,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,063,False,invalid_solution,61.38560104370117,medium,sort_4,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,073,True,,150.85939288139343,easy,concat_2,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,074,True,,60.754985094070435,easy,concat_2,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,077,True,,60.678317070007324,easy,concat_2,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,082,False,invalid_solution,61.35439205169678,medium,sort_3,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,085,True,,62.29065918922424,easy,sort_3,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,088,False,invalid_solution,61.3914520740509,medium,sort_3,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,090,False,invalid_solution,61.29679489135742,medium,sort_3,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,094,False,invalid_solution,152.69430303573608,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-4-scout,role_classify,095,False,invalid_solution,151.7015380859375,hard,backward_7,LLaMA 4 Scout,Role-Classify
llama-3.1-8b,zero_shot,000,False,invalid_solution,0.7527506351470947,medium,backward_5,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,001,False,invalid_solution,3.0240259170532227,medium,backward_5,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,002,False,invalid_solution,2.8611462116241455,medium,backward_5,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,005,False,invalid_solution,2.91302227973938,medium,backward_5,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,010,False,invalid_solution,3.327256202697754,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,020,False,invalid_solution,2.896376132965088,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,022,False,invalid_solution,3.1288068294525146,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,023,False,invalid_solution,2.7562031745910645,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,024,False,invalid_solution,3.0891330242156982,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,027,False,invalid_solution,2.9519572257995605,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,032,False,invalid_solution,3.0504438877105713,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,036,False,invalid_solution,2.9888699054718018,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,038,False,invalid_solution,2.844844102859497,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,041,False,invalid_solution,3.0081801414489746,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,045,False,invalid_solution,2.9967992305755615,medium,backward_3,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,046,True,,3.0099380016326904,medium,backward_3,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,048,False,invalid_solution,3.219942808151245,medium,backward_3,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,051,False,invalid_solution,2.8615028858184814,medium,backward_3,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,057,False,invalid_solution,3.090564727783203,easy,sort_4,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,059,False,invalid_solution,3.1732819080352783,easy,sort_4,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,060,False,invalid_solution,3.4825081825256348,easy,sort_4,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,061,False,invalid_solution,2.7674002647399902,easy,sort_4,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,063,False,invalid_solution,2.6810991764068604,medium,sort_4,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,073,False,invalid_solution,2.835005044937134,easy,concat_2,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,074,True,,2.800644874572754,easy,concat_2,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,077,False,invalid_solution,3.108854055404663,easy,concat_2,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,082,False,invalid_solution,3.384458065032959,medium,sort_3,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,085,False,invalid_solution,2.589315891265869,easy,sort_3,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,088,False,invalid_solution,3.350191116333008,medium,sort_3,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,090,False,invalid_solution,3.0684752464294434,medium,sort_3,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,094,False,invalid_solution,62.75253891944885,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,zero_shot,095,False,invalid_solution,0.7494630813598633,hard,backward_7,LLaMA 3.1 8B,Zero-Shot
llama-3.1-8b,few_shot,000,False,invalid_solution,3.1308557987213135,medium,backward_5,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,001,False,invalid_solution,3.11971378326416,medium,backward_5,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,002,False,invalid_solution,3.217052936553955,medium,backward_5,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,005,False,invalid_solution,3.1322340965270996,medium,backward_5,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,010,False,invalid_solution,63.201927185058594,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,020,False,invalid_solution,0.8472278118133545,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,022,False,invalid_solution,2.8620657920837402,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,023,False,invalid_solution,3.526320219039917,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,024,False,invalid_solution,63.61206030845642,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,027,False,invalid_solution,1.1504807472229004,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,032,False,invalid_solution,2.7580389976501465,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,036,False,invalid_solution,2.717189073562622,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,038,False,invalid_solution,3.3664300441741943,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,041,False,invalid_solution,2.900094747543335,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,045,False,invalid_solution,63.92694902420044,medium,backward_3,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,046,False,invalid_solution,1.3488779067993164,medium,backward_3,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,048,False,invalid_solution,2.4281020164489746,medium,backward_3,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,051,False,invalid_solution,2.8501291275024414,medium,backward_3,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,057,True,,2.9041569232940674,easy,sort_4,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,059,False,invalid_solution,3.7341513633728027,easy,sort_4,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,060,False,invalid_solution,62.440775871276855,easy,sort_4,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,061,False,invalid_solution,0.6258409023284912,easy,sort_4,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,063,False,invalid_solution,3.1528098583221436,medium,sort_4,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,073,True,,2.8648219108581543,easy,concat_2,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,074,False,invalid_solution,3.1103527545928955,easy,concat_2,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,077,True,,2.924694061279297,easy,concat_2,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,082,False,invalid_solution,3.2614340782165527,medium,sort_3,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,085,False,invalid_solution,62.88083100318909,easy,sort_3,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,088,False,invalid_solution,0.7050049304962158,medium,sort_3,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,090,False,invalid_solution,3.7431817054748535,medium,sort_3,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,094,False,invalid_solution,2.5378880500793457,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,few_shot,095,False,invalid_solution,3.1255810260772705,hard,backward_7,LLaMA 3.1 8B,Few-Shot
llama-3.1-8b,cot,000,False,invalid_solution,2.890200138092041,medium,backward_5,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,001,False,invalid_solution,62.76093506813049,medium,backward_5,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,002,False,invalid_solution,1.3286709785461426,medium,backward_5,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,005,False,invalid_solution,3.0880680084228516,medium,backward_5,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,010,False,invalid_solution,2.610650062561035,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,020,False,invalid_solution,3.4713008403778076,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,022,False,invalid_solution,2.8397371768951416,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,023,False,invalid_solution,2.9422929286956787,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,024,False,invalid_solution,3.032299041748047,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,027,False,invalid_solution,62.607138872146606,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,032,False,invalid_solution,0.8908038139343262,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,036,False,invalid_solution,2.968628168106079,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,038,False,invalid_solution,3.4146859645843506,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,041,False,invalid_solution,2.958170175552368,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,045,False,invalid_solution,3.9822940826416016,medium,backward_3,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,046,False,invalid_solution,1.5984082221984863,medium,backward_3,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,048,True,,2.576963186264038,medium,backward_3,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,051,False,invalid_solution,3.0461809635162354,medium,backward_3,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,057,False,invalid_solution,3.0339529514312744,easy,sort_4,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,059,False,invalid_solution,3.7170088291168213,easy,sort_4,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,060,False,invalid_solution,2.650668144226074,easy,sort_4,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,061,True,,2.6944689750671387,easy,sort_4,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,063,False,invalid_solution,2.93314790725708,medium,sort_4,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,073,True,,2.9532430171966553,easy,concat_2,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,074,True,,2.958906888961792,easy,concat_2,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,077,True,,3.5154051780700684,easy,concat_2,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,082,False,invalid_solution,2.8022868633270264,medium,sort_3,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,085,False,invalid_solution,3.1292471885681152,easy,sort_3,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,088,False,invalid_solution,2.792956829071045,medium,sort_3,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,090,False,invalid_solution,4.453384876251221,medium,sort_3,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,094,False,invalid_solution,62.09724712371826,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,cot,095,False,invalid_solution,0.9464359283447266,hard,backward_7,LLaMA 3.1 8B,CoT
llama-3.1-8b,self_verify,000,False,invalid_solution,0.7203578948974609,medium,backward_5,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,001,False,invalid_solution,3.7633678913116455,medium,backward_5,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,002,False,invalid_solution,2.65081787109375,medium,backward_5,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,005,False,invalid_solution,3.089672803878784,medium,backward_5,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,010,False,invalid_solution,2.760756015777588,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,020,False,invalid_solution,3.3266968727111816,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,022,False,invalid_solution,2.7949252128601074,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,023,False,invalid_solution,2.926359176635742,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,024,False,invalid_solution,62.6739227771759,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,027,False,invalid_solution,1.2554748058319092,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,032,False,invalid_solution,3.034853935241699,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,036,False,invalid_solution,2.8341591358184814,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,038,False,invalid_solution,2.6673049926757812,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,041,False,invalid_solution,3.986176013946533,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,045,False,invalid_solution,1.9603919982910156,medium,backward_3,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,046,False,invalid_solution,3.209346055984497,medium,backward_3,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,048,False,invalid_solution,62.755510091781616,medium,backward_3,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,051,False,invalid_solution,1.8952410221099854,medium,backward_3,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,057,False,invalid_solution,2.9119679927825928,easy,sort_4,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,059,False,invalid_solution,1.691117763519287,easy,sort_4,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,060,False,invalid_solution,4.306365966796875,easy,sort_4,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,061,True,,1.840400218963623,easy,sort_4,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,063,False,invalid_solution,3.988664150238037,medium,sort_4,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,073,False,invalid_solution,2.083852767944336,easy,concat_2,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,074,True,,2.6071088314056396,easy,concat_2,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,077,False,invalid_solution,4.0652549266815186,easy,concat_2,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,082,False,invalid_solution,63.78324317932129,medium,sort_3,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,085,False,invalid_solution,0.4403402805328369,easy,sort_3,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,088,False,invalid_solution,3.346359968185425,medium,sort_3,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,090,False,invalid_solution,2.676197052001953,medium,sort_3,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,094,False,invalid_solution,4.299515962600708,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,self_verify,095,False,invalid_solution,2.6118199825286865,hard,backward_7,LLaMA 3.1 8B,Self-Verify
llama-3.1-8b,role_classify,000,True,,2.444279670715332,medium,backward_5,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,001,False,invalid_solution,3.0426180362701416,medium,backward_5,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,002,False,invalid_solution,2.650564670562744,medium,backward_5,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,005,False,invalid_solution,4.022891044616699,medium,backward_5,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,010,False,invalid_solution,62.96980118751526,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,020,False,invalid_solution,0.8230681419372559,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,022,False,invalid_solution,3.0530638694763184,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,023,False,invalid_solution,2.848564863204956,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,024,False,invalid_solution,3.6293818950653076,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,027,False,invalid_solution,3.006662130355835,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,032,False,invalid_solution,3.3298351764678955,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,036,False,invalid_solution,62.78495407104492,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,038,False,invalid_solution,1.3149819374084473,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,041,False,invalid_solution,2.465708017349243,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,045,False,invalid_solution,2.84131121635437,medium,backward_3,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,046,False,invalid_solution,2.8821120262145996,medium,backward_3,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,048,True,,3.206220865249634,medium,backward_3,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,051,False,invalid_solution,3.485706090927124,medium,backward_3,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,057,True,,2.296027898788452,easy,sort_4,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,059,False,invalid_solution,3.2292330265045166,easy,sort_4,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,060,False,invalid_solution,2.7480220794677734,easy,sort_4,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,061,False,invalid_solution,4.106582880020142,easy,sort_4,LLaMA 3.1 8B,Role-Classify
